"Date","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RISK_MM","RainTomorrow"
2018-08-24,"Melbourne",4.8,15.4,0,1.5,10.5,"SSW",20,"NE","SSW",7,13,77,54,1025,1023.1,1,1,8.5,14.2,"No",0,"No"
2018-08-25,"Melbourne",3.9,15.2,0,3,10.5,"SSW",20,"NE","SSW",6,13,74,54,1022.8,1018.3,0,1,8,14.2,"No",0,"No"
2018-08-26,"Melbourne",4.9,14.7,0,2,8.8,"WSW",33,NA,"SW",0,11,87,56,1018.6,1017.4,1,7,7.7,13.8,"No",3.6,"Yes"
2018-08-27,"Melbourne",6.8,12.9,3.6,3,10.3,"S",33,"SSE","SSW",7,17,78,55,1026.6,1026,6,3,8.6,11.5,"Yes",0.2,"No"
2018-08-28,"Melbourne",1.9,11.2,0.2,3,9.5,"SW",26,"NE","SSW",6,13,81,64,1025.8,1022.6,1,7,6.3,10,"No",0,"No"
2018-08-29,"Melbourne",0.8,12.5,0,1.2,10.8,"SSW",22,"NNE","SSW",7,11,70,58,1023,1019.7,1,1,5.3,11.1,"No",0,"No"
2018-08-30,"Melbourne",4.8,16.7,0,4,0,"N",37,"NNE","NNE",9,13,59,72,1017.3,1013.8,7,7,8.9,9.8,"No",1.6,"Yes"
2018-08-31,"Melbourne",8.9,16,1.6,3.2,1.2,"N",56,"N","N",15,6,65,67,999.8,997.7,8,7,12.3,14.1,"Yes",2.2,"Yes"
2018-09-01,"Melbourne",10.5,13.4,2.2,2,4.4,"W",30,"W","SSW",11,9,68,81,1010.8,1012.9,2,8,12.4,10.6,"Yes",3,"Yes"
2018-09-02,"Melbourne",5,12.3,3,2.2,9,"SSE",28,"SSW","SSE",11,11,77,61,1022,1022.6,3,7,9.1,11.9,"Yes",0,"No"
2018-09-03,"Melbourne",5,13.1,0,2.6,9.2,"SW",26,"S","SSW",2,17,75,57,1029.9,1028.3,6,5,10.2,12.3,"No",0,"No"
2018-09-04,"Melbourne",3.4,19.5,0,2.2,10.7,"NNE",19,"N","NNW",7,7,77,37,1029.6,1025.4,1,2,8.4,18.9,"No",0,"No"
2018-09-05,"Melbourne",8.1,20.2,0,4.4,10.4,"NNE",46,"NNE","N",13,22,55,37,1022.9,1018.1,2,7,15.4,20,"No",0,"No"
2018-09-06,"Melbourne",13.8,20.6,0,6.4,5.9,"NNE",54,"NNE","N",22,24,56,54,1011.6,1006.2,6,7,15.8,19.1,"No",3.4,"Yes"
2018-09-07,"Melbourne",8.7,15.1,3.4,0.4,6.5,"W",24,"WSW","S",7,9,73,51,1017.1,1015.7,7,5,10.7,14.1,"Yes",0.2,"No"
2018-09-08,"Melbourne",4.2,17.5,0.2,2,10.6,"NNW",28,"NE","NNW",9,15,77,33,1018.7,1015.1,1,7,8.6,16.5,"No",0,"No"
2018-09-09,"Melbourne",8.6,18.1,0,3,3.4,"NW",39,"NW","W",13,13,57,60,1019,1019,7,7,14.4,16.9,"No",0,"No"
2018-09-10,"Melbourne",13.4,18,0,3.8,3.2,"SW",20,"NW","NNW",6,2,67,60,1025.8,1023.9,7,7,15.1,17.3,"No",0,"No"
2018-09-11,"Melbourne",9.1,24.2,0,3,10.7,"N",61,"N","N",19,33,64,39,1017,1008.2,0,2,16.8,23.1,"No",0,"No"
2018-09-12,"Melbourne",11.7,18.5,0,9.4,9.2,"W",41,"NNW","W",19,13,50,32,1015,1014.2,3,5,12.5,17.6,"No",0,"No"
2018-09-13,"Melbourne",7.1,19.7,0,6.8,10.9,"N",37,"N","N",9,17,54,37,1020.2,1017,1,1,13.8,19.2,"No",0,"No"
2018-09-14,"Melbourne",10.9,22.7,0,4.8,10.2,"NNW",46,"N","NNW",22,20,45,32,1015.9,1009.8,0,2,15.7,22.5,"No",0.2,"No"
2018-09-15,"Melbourne",10.2,13.7,0.2,8.2,4.8,"WNW",50,"W","WSW",24,17,77,52,1003.1,1008.6,8,5,10.2,11.2,"No",2,"Yes"
2018-09-16,"Melbourne",5.5,14,2,5.6,8.4,"NW",33,"WNW","SSW",11,7,64,53,1021.8,1021.6,1,7,9.8,12.6,"Yes",0,"No"
2018-09-17,"Melbourne",6.7,18.1,0,3,10.4,"N",48,"N","N",15,26,52,35,1021.9,1016.8,5,4,12.3,17.1,"No",0,"No"
2018-09-18,"Melbourne",11,20.3,0,10.4,6.3,"N",59,"N","NW",30,17,31,28,1010.6,1007.1,5,7,14.6,19.1,"No",3,"Yes"
2018-09-19,"Melbourne",8.5,14.7,3,4.6,8.6,"SSW",31,"WSW","SSW",15,13,63,57,1013.3,1014.4,3,5,10.4,12.7,"Yes",0.8,"No"
2018-09-20,"Melbourne",3.8,17.4,0.8,3.8,9.6,"SSW",20,"NNW","S",9,9,66,43,1021.1,1021.1,1,4,11.1,16.3,"No",0,"No"
2018-09-21,"Melbourne",8.3,18.9,0,3.4,7.6,"SSW",31,"NNW","S",9,9,67,46,1027.3,1025.1,7,3,13,17.6,"No",0,"No"
2018-09-22,"Melbourne",6.8,17.3,0,2.6,10.8,"SSW",35,"SE","S",4,17,69,61,1027.5,1025.7,1,6,13.4,15.2,"No",0.2,"No"
2018-09-23,"Melbourne",10.4,13.7,0.2,3.8,1.5,"S",39,"S","S",11,17,67,52,1030.9,1031.1,8,5,11.7,12.9,"No",0,"No"
2018-09-24,"Melbourne",4.6,14.9,0,3.4,11,"SSW",37,"S","SSW",11,13,49,57,1032.2,1029,5,3,12.3,14.5,"No",0,"No"
2018-09-25,"Melbourne",8.6,13.6,0,4.6,4.7,"S",35,"SSE","SSW",9,17,68,59,1029.2,1026.5,7,7,11.3,12.6,"No",0,"No"
2018-09-26,"Melbourne",6.4,17.6,0,2.2,11.4,"SSW",20,"NE","SSW",6,11,68,47,1024.4,1019.2,1,1,10.2,17,"No",0,"No"
2018-09-27,"Melbourne",9.2,24.2,0,8,10.9,"N",48,"N","N",20,22,46,28,1016,1011.3,4,1,16.9,23.8,"No",0,"No"
2018-09-28,"Melbourne",10.7,15.2,0,5.6,2.9,"S",44,"NW","SSW",11,13,66,73,1015.7,1015.5,7,7,13.1,12.6,"No",1.2,"Yes"
2018-09-29,"Melbourne",5.5,14,1.2,3,5.1,"W",28,"SW","S",9,11,60,51,1025.9,1026.3,6,7,10.3,12.8,"Yes",0.2,"No"
2018-09-30,"Melbourne",6.8,16.5,0.2,3.4,6.7,"SSW",22,"SW","SSW",7,9,73,47,1031.7,1028.4,7,1,11.7,15.6,"No",0,"No"
2018-10-01,"Melbourne",4.7,23.3,0,2.4,10.9,"N",35,"NNE","SW",9,15,62,33,1027.2,1023.5,6,1,13.2,20.9,"No",0,"No"
2018-10-02,"Melbourne",11.4,25.8,0,5.2,4,"N",39,"NNE","NNW",9,20,54,29,1024.6,1017.9,7,7,14.7,25.1,"No",0,"No"
2018-10-03,"Melbourne",14.7,18.1,0,8.8,1.5,"SSW",33,"SSW","S",13,13,56,73,1016.8,1017,7,8,17.9,15.5,"No",0,"No"
2018-10-04,"Melbourne",10.9,14.6,0,4.8,1,"S",33,"S","SSW",13,15,66,70,1022.9,1021.3,8,7,12.1,13.8,"No",0,"No"
2018-10-05,"Melbourne",9.1,20.5,0,3,11.7,"SE",31,"SSE","SE",13,13,62,40,1025.9,1022.7,1,1,14.2,20.1,"No",0,"No"
2018-10-06,"Melbourne",8.3,23.8,0,6.2,11.1,"N",37,"NNW","SW",20,9,44,36,1023.9,1020.6,1,1,17.9,23,"No",0,"No"
2018-10-07,"Melbourne",10.3,24.7,0,5,6.2,"SW",24,"NNE","S",9,13,65,33,1022.8,1019.9,1,7,14.4,23.8,"No",0,"No"
2018-10-08,"Melbourne",13.5,28.2,0,4.8,7.1,"WNW",30,"NNE","S",7,11,61,28,1019.2,1015.7,4,6,16.6,26.7,"No",NA,NA
2018-10-09,"Melbourne",16.1,17.9,NA,5.4,0,"S",35,"SSW","S",4,13,80,100,1015.3,1015.4,8,8,16.6,14.9,NA,NA,NA
2018-10-10,"Melbourne",10.1,16.5,NA,4.4,11.6,"ESE",50,"SE","ESE",17,20,61,43,1023.1,1021.9,1,6,12,15.4,NA,0,"No"
2018-10-11,"Melbourne",6.4,20.7,0,5.2,11.7,"SSE",39,NA,"SW",0,11,68,40,1024.7,1022.3,1,1,11.2,18.6,"No",0,"No"
2018-10-12,"Melbourne",8.7,22.7,0,5.8,12.1,"SE",31,"NE","S",11,17,73,42,1026.6,1022.7,0,1,13.3,20.8,"No",0,"No"
2018-10-13,"Melbourne",10.5,24.9,0,6.4,12.1,"NNW",35,"NNE","ESE",13,7,51,30,1023.9,1019.7,1,4,16.3,23.7,"No",0,"No"
2018-10-14,"Melbourne",12.4,27.3,0,8.4,10.4,"NNE",43,"NNE","N",20,20,47,34,1020.9,1017.5,3,7,20.3,26.6,"No",0,"No"
2018-10-15,"Melbourne",19.5,27.5,0,10.4,5.2,"NNE",46,"NNE","N",22,24,45,36,1018.2,1014.1,7,7,21.4,26.8,"No",0.2,"No"
2018-10-16,"Melbourne",20,23.1,0.2,12.4,0.2,"NNE",54,"NNE","N",15,15,61,60,1013.2,1012.2,7,7,21,22.2,"No",5.2,"Yes"
2018-10-17,"Melbourne",16.1,22.6,5.2,3.4,6.2,"NNW",39,"NNE","NNW",9,20,81,48,1013.5,1010.9,6,6,17.7,21.3,"Yes",2,"Yes"
2018-10-18,"Melbourne",14.7,20.7,2,6.2,3.4,"NNW",39,"N","NW",15,17,82,54,1013.9,1013.3,6,7,15.7,19.7,"Yes",0,"No"
2018-10-19,"Melbourne",12.8,27.4,0,3.6,9,"N",46,"NNW","N",20,22,64,31,1015,1009.8,6,7,17.8,26.5,"No",5,"Yes"
2018-10-20,"Melbourne",11.7,16.1,5,9.8,3,"WSW",41,"WSW","SSE",6,13,90,74,1014.7,1014.8,7,7,11.8,13.9,"Yes",5.6,"Yes"
2018-10-21,"Melbourne",7.6,19.2,5.6,5.4,8.6,"WNW",20,"WSW","S",9,13,76,42,1020.4,1018.3,7,5,12.8,17.9,"Yes",0,"No"
2018-10-22,"Melbourne",8.9,27,0,4,12.4,"NNW",44,"NNE","N",13,28,59,30,1014.2,1010.6,4,5,16.2,25.8,"No",0,"No"
2018-10-23,"Melbourne",13,18.8,0,10.6,5.3,"SSW",41,"SW","SSE",9,15,81,55,1013.3,1014.2,7,5,14.8,18.4,"No",0,"No"
2018-10-24,"Melbourne",9.2,15.5,0,3.8,10.4,"SSW",39,"SSE","SSW",13,17,55,49,1023.7,1022.5,5,7,12.9,14.5,"No",0,"No"
2018-10-25,"Melbourne",6.4,19.5,0,4.6,12.1,"SSW",35,"W","S",6,9,66,38,1019.6,1017.1,1,7,12,18.9,"No",0,"No"
2018-10-26,"Melbourne",9.6,18.3,0,6,8.2,"S",30,"WNW","SSW",4,11,67,53,1020.7,1018.8,7,7,13,17.9,"No",0,"No"
2018-10-27,"Melbourne",11.3,19.6,0,3.4,6.7,"SSW",41,"WSW","S",6,19,72,64,1017.8,1016.3,7,7,13.1,16.9,"No",0,"No"
2018-10-28,"Melbourne",9.3,15.9,0,5.8,9.4,"SSW",35,"SSW","SSW",9,11,55,50,1020.4,1018.5,7,1,11.7,15.5,"No",0,"No"
2018-10-29,"Melbourne",9.1,17,0,6.2,10.3,"SSW",33,"S","SSW",13,17,54,56,1020.6,1017.4,7,0,12.7,15.7,"No",0,"No"
2018-10-30,"Melbourne",8.3,25.2,0,4,12.4,"SSW",30,NA,"S",0,9,60,33,1016.8,1014.6,7,7,15.9,23.2,"No",0,"No"
2018-10-31,"Melbourne",13,19.5,0,7.6,4.1,"SSW",28,"ESE","SSW",4,13,77,72,1020.2,1019.6,7,6,15.9,18,"No",0,"No"
2018-11-01,"Melbourne",12.8,34.3,0,2.8,3.4,"NNW",39,"E","N",6,20,81,22,1017.7,1009.6,7,7,16.4,32.3,"No",0,"No"
2018-11-02,"Melbourne",16.3,31.6,0,11.2,6.4,"WNW",57,"N","NNW",22,20,62,46,1008.2,1003.1,8,5,22.7,29.1,"No",0.2,"No"
2018-11-03,"Melbourne",12.6,20.9,0.2,11.2,10.4,"WSW",46,"NW","W",13,13,52,37,1016.6,1016.1,7,5,15,20,"No",0,"No"
2018-11-04,"Melbourne",9.2,20.9,0,7.8,6.8,"WSW",26,"NNW","S",4,9,59,53,1014.7,1011.4,8,7,14.5,19.4,"No",2.8,"Yes"
2018-11-05,"Melbourne",14.5,28.6,2.8,5,6,"NNW",43,"NNE","NNW",9,20,79,44,1005.9,1003.4,8,7,17.3,26.5,"Yes",4.4,"Yes"
2018-11-06,"Melbourne",16.3,21.4,4.4,4.8,2.2,"SSW",35,"NNW","SSW",9,6,98,73,1001.9,1002.9,8,4,18.5,20.3,"Yes",35.8,"Yes"
2018-11-07,"Melbourne",11.1,17.2,35.8,7.2,9.8,"SSW",44,"WSW","SSW",11,19,55,58,1009.9,1010.5,1,7,13.4,13.9,"Yes",3,"Yes"
2018-11-08,"Melbourne",7.7,17,3,3.4,8.2,"SSW",28,"WSW","S",11,9,61,45,1019.8,1019.2,1,7,12,15.9,"Yes",0,"No"
2018-11-09,"Melbourne",8,20,0,4.8,1.8,"SSW",31,"NNE","W",7,9,72,37,1020.3,1017.4,7,7,12.4,19,"No",0,"No"
2018-11-10,"Melbourne",9,20.3,0,2.8,11.8,"SSW",26,NA,"S",0,9,64,51,1019.1,1018.4,1,7,16.2,20,"No",0.2,"No"
2018-11-11,"Melbourne",9.3,19.6,0.2,4.8,12.8,"SSW",31,"ESE","SSW",7,17,50,63,1022,1020.5,1,1,16.5,18.4,"No",0,"No"
2018-11-12,"Melbourne",10.9,30.2,0,6.6,4.6,"NNW",30,"NE","N",7,13,69,24,1018.6,1015.4,7,6,17.1,28.8,"No",0,"No"
2018-11-13,"Melbourne",16.9,30.5,0,11.8,2.6,"N",50,"NNW","N",2,28,50,29,1011.1,1007.4,7,7,22.3,30.3,"No",6.2,"Yes"
2018-11-14,"Melbourne",14.8,17.3,6.2,11,0,"SSW",28,"SSE","SSW",9,13,100,82,1014.8,1015.2,8,8,15.2,16,"Yes",0.2,"No"
2018-11-15,"Melbourne",13.7,18.1,0.2,2,11,"SW",35,"S","S",15,19,53,55,1023.5,1023.4,7,7,15,16.5,"No",0,"No"
2018-11-16,"Melbourne",8.3,19,0,6.6,13.2,"SSW",37,"WSW","SSW",7,13,68,56,1021.5,1020.3,6,1,13.7,17.6,"No",0,"No"
2018-11-17,"Melbourne",9.6,18.1,0,6.2,12.8,"SSW",43,"SSE","SSW",17,20,55,54,1024.6,1023.5,5,1,14.9,17.3,"No",0,"No"
2018-11-18,"Melbourne",9.8,26.6,0,7,12.8,"SSW",30,"E","SSW",4,9,71,48,1022.8,1018.5,1,1,15.6,24.3,"No",0,"No"
2018-11-19,"Melbourne",15.4,30.9,0,10.6,11,"NNW",41,"N","NNE",22,11,38,25,1017,1011.9,3,3,22.6,29.7,"No",0,"No"
2018-11-20,"Melbourne",22.5,27.6,0,14.4,0.2,"W",46,"NE","NE",7,9,35,40,1006.4,1001,7,8,26.8,27.4,"No",24.2,"Yes"
2018-11-21,"Melbourne",12.3,23.2,24.2,7.4,11,"NW",41,"W","S",6,7,68,44,1002.5,998.3,5,6,14.1,20.8,"Yes",6.2,"Yes"
2018-11-22,"Melbourne",9.7,16.4,6.2,7.2,7,"SSW",46,"N","S",22,13,57,67,996.2,997.2,7,7,12.6,14,"Yes",6,"Yes"
2018-11-23,"Melbourne",11,14.5,6,4.6,0,"WSW",48,"W","W",13,13,86,91,1005.1,1005.3,7,7,11.2,12.9,"Yes",7,"Yes"
2018-11-24,"Melbourne",11.1,16.9,7,2,1.7,"SSW",35,"W","S",9,15,84,72,1008.3,1007.9,8,7,12.7,16.1,"Yes",0.8,"No"
2018-11-25,"Melbourne",12.7,18.8,0.8,2.4,5.6,"SSW",33,"WSW","S",7,15,84,63,1007.3,1006.5,7,7,13.6,18.5,"No",0,"No"
2018-11-26,"Melbourne",11.9,18.6,0,4.8,9.4,"SSW",30,"S","S",11,15,79,63,1009.6,1007.7,7,3,15.3,17.8,"No",0.2,"No"
2018-11-27,"Melbourne",14.4,20,0.2,4.8,4.2,"S",35,"ESE","SSW",9,19,70,73,1007.1,1004.9,7,7,16.6,19.3,"No",0,"No"
2018-11-28,"Melbourne",14.4,20.8,0,5.2,10.5,"S",41,"SSE","S",13,19,67,64,1008.7,1010.2,6,7,18.6,19.2,"No",0.6,"No"
2018-11-29,"Melbourne",13.9,18.7,0.6,5.4,5.7,"SW",35,"SSE","SSW",9,19,79,68,1015.1,1013.5,8,4,15.5,17.9,"No",0,"No"
2018-11-30,"Melbourne",14.7,20.8,0,4.6,11.5,"SSW",37,"SSW","S",7,17,75,64,1012.5,1011.4,7,3,16.7,18.7,"No",0,"No"
2018-12-01,"Melbourne",10.3,31.7,0,7,12.5,"N",52,"NNE","N",11,24,57,27,1009.9,1002.4,1,2,17.3,30.6,"No",10.4,"Yes"
2018-12-02,"Melbourne",12.2,19.5,10.4,14.6,7.8,"WNW",70,"WSW","SSW",13,11,62,43,1004.3,1005.8,5,6,15.4,18.5,"Yes",0,"No"
2018-12-03,"Melbourne",13.3,23.6,0,7.2,5.4,"NNW",46,"NW","W",13,13,58,44,1009.2,1009,7,7,16.3,22.5,"No",0,"No"
2018-12-04,"Melbourne",13.4,20.5,0,5.6,7.9,"W",28,"SSW","SSW",7,13,71,52,1018,1019.6,7,5,15.4,19.7,"No",0,"No"
2018-12-05,"Melbourne",13.4,25.2,0,5.4,13.8,"SSW",30,"S","SSW",7,13,63,62,1021.3,1018.9,7,2,17.1,22.2,"No",0,"No"
2018-12-06,"Melbourne",14.5,35.5,0,7.8,12.8,"NNW",43,"N","N",26,20,47,30,1017.3,1013.4,5,1,25.1,33.8,"No",0,"No"
2018-12-07,"Melbourne",25.1,38,0,15.6,8.2,"N",61,"N","N",24,30,30,22,1014.2,1010.3,3,7,30.8,36.5,"No",0,"No"
2018-12-08,"Melbourne",22.7,30.3,0,14,1,"SSW",35,NA,"NE",0,7,40,36,1014.9,1014.1,7,7,26.7,29.6,"No",1.2,"Yes"
2018-12-09,"Melbourne",16,20.1,1.2,4.8,0.2,"S",26,"SSE","SSW",6,9,82,71,1018.6,1016.7,8,8,16.9,19.2,"Yes",0,"No"
2018-12-10,"Melbourne",15.8,20.6,0,2.4,11.4,"S",35,"SW","S",11,17,76,62,1019.1,1019.2,7,1,16.7,19.2,"No",0,"No"
2018-12-11,"Melbourne",13,23.6,0,7.4,13,"SSW",33,"SSW","SSW",9,15,68,68,1018.2,1015.3,2,1,17,20.3,"No",0,"No"
2018-12-12,"Melbourne",16,33.6,0,7.4,9.8,"SW",44,"NNE","N",11,17,67,27,1009.9,1004.9,5,2,22,32.7,"No",16.2,"Yes"
2018-12-13,"Melbourne",16.9,21.1,16.2,14.2,0.4,"SSW",39,"W","SSE",9,13,100,74,998.5,997.2,8,7,17,20,"Yes",16.6,"Yes"
2018-12-14,"Melbourne",16.4,22.7,16.6,4.4,3.7,"N",28,"NW","SSW",7,11,85,76,1003.1,1003.6,7,7,17.4,21.3,"Yes",41.2,"Yes"
2018-12-15,"Melbourne",17.2,24.8,41.2,3,4.7,"NNW",41,"N","NNW",4,22,98,61,1005,1003.4,7,6,19.3,21.5,"Yes",3.8,"Yes"
2018-12-16,"Melbourne",15.8,23.5,3.8,3.8,3,"NNW",43,"N","NW",15,20,72,58,1005.7,1005.1,7,7,18.6,21.3,"Yes",2,"Yes"
2018-12-17,"Melbourne",15.6,21.8,2,4,4.5,"SSW",31,"SW","SSE",9,17,80,75,1011.7,1012.7,7,7,18.9,20.6,"Yes",0,"No"
2018-12-18,"Melbourne",16.7,20.8,0,5.2,5,"SW",31,"SE","SSW",9,15,70,70,1016.6,1015.5,8,7,17.6,19.1,"No",0,"No"
2018-12-19,"Melbourne",16.8,26.9,0,3.6,5,"WSW",19,NA,"SSW",0,11,79,60,1012.8,1009.9,7,7,19.2,24.6,"No",0,"No"
2018-12-20,"Melbourne",16.9,21.2,0,2.8,1.9,"S",43,"SSW","SSW",9,22,89,75,1010.5,1010.7,7,8,19.2,19.9,"No",1,"No"
2018-12-21,"Melbourne",15.4,20.9,1,4.8,2.8,"S",44,"SE","S",7,13,86,77,1010.2,1008.6,7,7,17.8,19.6,"No",9.8,"Yes"
2018-12-22,"Melbourne",14.1,19.1,9.8,10.8,10.5,"SSW",35,"SSE","S",13,17,62,57,1018.1,1019.5,7,4,16.9,18.1,"Yes",0,"No"
2018-12-23,"Melbourne",11.5,26.9,0,4,13.9,"SSW",28,"NNE","SSW",2,9,64,44,1021.9,1019.1,1,1,16.2,24.4,"No",0,"No"
2018-12-24,"Melbourne",14.3,34.2,0,7,13.7,"N",43,"N","NNW",11,15,61,20,1017.8,1014.1,0,0,21.8,32.4,"No",0,"No"
2018-12-25,"Melbourne",15.8,23.9,0,10.4,13.3,"SSW",39,"SSW","SSW",6,20,53,71,1016.5,1015.8,1,2,22.4,22.3,"No",0,"No"
2018-12-26,"Melbourne",13.3,23.8,0,8.2,13.6,"SSW",28,"NE","SSW",4,13,63,65,1016.4,1014.7,1,0,18.3,21.5,"No",0,"No"
2018-12-27,"Melbourne",16.2,37.4,0,NA,12.6,"SSW",31,"NNE","SSW",9,9,62,33,1009.4,1004.7,7,7,23,32.9,"No",0,"No"
2018-12-28,"Melbourne",21.9,36.4,0,NA,6.5,"NNW",33,"NE","S",9,9,40,36,1004.9,1005.4,7,6,27.5,31.7,"No",1.2,"Yes"
2018-12-29,"Melbourne",21,23.9,1.2,7.8,0.1,"SW",33,"NNW","S",6,11,81,71,1011.8,1013.1,7,7,21.4,21.1,"Yes",0.6,"No"
2018-12-30,"Melbourne",18.2,22.7,0.6,2.2,0,"SSW",28,NA,"SSW",0,13,90,76,1014.4,1013.4,7,8,19.6,20.9,"No",0.8,"No"
2018-12-31,"Melbourne",17.3,23.5,0.8,3.2,11.8,"SSW",35,"SE","SW",6,11,66,64,1013.2,1010.1,5,1,19.1,21.9,"No",0,"No"
2019-01-01,"Melbourne",15.5,26.2,0,7,11,"S",35,"S","SSW",6,11,74,45,1013,1011.5,7,1,19.8,24.4,"No",0,"No"
2019-01-02,"Melbourne",18.4,22.2,0,7,7.5,"SSW",39,"SSE","SSW",7,19,64,62,1013.9,1012.9,8,1,19.5,21.4,"No",0,"No"
2019-01-03,"Melbourne",15.9,29.5,0,6.6,9.3,"SSW",26,"S","SSW",2,13,75,60,1012.6,1009.9,8,0,18.1,24.6,"No",0,"No"
2019-01-04,"Melbourne",18,42.6,0,7.8,12.2,"NW",54,"NNE","NW",9,15,31,16,1005.5,1001,0,1,29.5,42,"No",0.4,"No"
2019-01-05,"Melbourne",17.4,21.2,0.4,15.4,5.8,"SSW",39,"S","S",13,11,63,58,1013.5,1013.4,7,7,18,19.1,"No",1.4,"Yes"
2019-01-06,"Melbourne",14.6,22.1,1.4,6.4,13.3,"SSW",33,"SW","SSW",9,13,55,48,1020.4,1019.5,1,1,17.7,20.6,"Yes",0,"No"
2019-01-07,"Melbourne",17.1,23.1,0,9,11.1,"SSW",39,"SE","S",11,15,55,60,1019.8,1016,6,5,19.1,22.2,"No",0,"No"
2019-01-08,"Melbourne",16.7,24.1,0,7.2,10.7,"SSW",43,"WSW","SSW",2,13,72,60,1011.8,1008.7,7,3,20.2,23.5,"No",0.6,"No"
2019-01-09,"Melbourne",16.1,20.5,0.6,7.4,12.5,"SSE",37,"SW","S",11,15,62,46,1015.7,1016.7,5,3,17.8,19.3,"No",0,"No"
2019-01-10,"Melbourne",13.5,21.4,0,8.2,11.2,"SSW",31,"SSW","SSW",6,17,53,50,1020.1,1018.1,7,5,16.9,20.6,"No",0,"No"
2019-01-11,"Melbourne",12.9,30.4,0,4.6,13.4,"SSW",30,"N","SSW",9,13,64,32,1016.4,1012.2,1,2,17.9,28,"No",0,"No"
2019-01-12,"Melbourne",17.7,24.7,0,10.2,11.2,"SSW",44,"S","SSW",9,20,46,67,1015.4,1016.6,4,5,24.1,22.4,"No",0,"No"
2019-01-13,"Melbourne",14.4,30.5,0,9.2,13.4,"WSW",35,"SSE","SW",15,15,60,60,1020.2,1016.4,3,1,19.2,25.2,"No",0,"No"
2019-01-14,"Melbourne",18.7,32.3,0,9.6,13.2,"SSW",31,"SW","SSW",4,11,72,57,1013.2,1009,0,0,22.8,28.8,"No",0,"No"
2019-01-15,"Melbourne",19.4,30.4,0,8.6,7,"SSW",31,"NNE","SSW",2,17,66,73,1009.1,1009.1,2,7,25.2,25.1,"No",0,"No"
2019-01-16,"Melbourne",19.8,26.7,0,6.8,5.3,"SSW",41,"SW","SSW",7,20,76,75,1011.2,1012.2,4,7,21.9,22.1,"No",0,"No"
2019-01-17,"Melbourne",20.7,32.5,0,4.6,1.5,"SSW",35,"SSW","S",13,6,83,51,1009.9,1008.5,7,8,22.7,31.2,"No",0.2,"No"
2019-01-18,"Melbourne",22.3,28.7,0.2,7.8,2,"SSW",33,"NNW","SSW",11,13,50,89,1008.2,1008.8,7,7,27.1,22.1,"No",2,"Yes"
2019-01-19,"Melbourne",16.5,23.5,2,4,13.2,"SSW",31,"WSW","S",7,11,66,42,1020.8,1021.2,1,1,18.4,22.9,"Yes",0,"No"
2019-01-20,"Melbourne",15.2,22.9,0,7.4,10.2,"SSW",33,"S","SSW",9,11,67,68,1021.7,1020.5,7,1,19.9,22.4,"No",0,"No"
2019-01-21,"Melbourne",18.4,25.1,0,6,10.7,"SSW",37,"SSE","SSW",4,13,76,66,1018.1,1013.8,7,1,20,24.8,"No",0,"No"
2019-01-22,"Melbourne",19,26.8,0,7.2,12.1,"S",31,"NE","SSW",7,17,80,72,1013.4,1010.8,1,1,21,24.9,"No",0,"No"
2019-01-23,"Melbourne",18.7,23.9,0,8.8,9.5,"SSW",41,"SSE","SSW",11,19,75,66,1016.4,1015.3,8,1,20.1,23.1,"No",0,"No"
2019-01-24,"Melbourne",17.3,40.8,0,8.2,12.9,"SE",26,"NNE","NE",7,9,73,27,1013.8,1008.3,1,1,21.2,38.4,"No",0,"No"
2019-01-25,"Melbourne",21.1,42.8,0,18,11.1,"N",57,"N","S",31,15,32,50,1004.7,1003.9,5,5,35.5,28.5,"No",0,"No"
2019-01-26,"Melbourne",19.9,26.1,0,15.8,10.3,"SSW",37,"SSE","S",9,15,63,54,1009.9,1007.3,7,1,21.6,24.3,"No",0,"No"
2019-01-27,"Melbourne",18.4,27.8,0,9,8.8,"S",30,"W","SSW",9,7,59,34,1011.3,1010.8,7,7,18.6,25.8,"No",0,"No"
2019-01-28,"Melbourne",15.5,34.5,0,6,12.5,"SSW",35,"NNE","SW",6,13,68,42,1015.6,1010.5,1,1,19.3,29.3,"No",0,"No"
2019-01-29,"Melbourne",17.5,36.8,0,10,12,"S",41,"NNE","N",11,13,79,26,1011.2,1007.1,3,3,19.9,35,"No",0,"No"
2019-01-30,"Melbourne",18,38.1,0,12,9,"N",54,"NNE","W",9,7,68,25,1008.6,1001.5,2,6,21.3,35.6,"No",6.6,"Yes"
2019-01-31,"Melbourne",17.2,21.5,6.6,12,11.2,"S",48,"SW","SSW",11,17,61,51,1012.5,1016.2,1,6,18.6,20.8,"Yes",0,"No"
2019-02-01,"Melbourne",12.6,24.2,0,8.4,13.1,"SSW",41,"SE","S",15,20,49,45,1022.6,1019,1,1,16.4,22.4,"No",0,"No"
2019-02-02,"Melbourne",15,34.4,0,8,12.9,"NW",39,"NE","SSE",4,7,66,37,1015.6,1010.1,1,2,19.2,33.4,"No",0,"No"
