field_plot_number,date,location,transect_number,latitude,longitude,geographic_landmark,elevation,plot_radius,plot_size,site_physiography,slope,aspect,surface_geomorphology_unit,subsurface_geomorphology_unit ,macrotopography,microtopography,microrelief,water_regime,water_depth,saturated_less_than_30cm,drainage,soil_moisture,lowest_mottle_depth,low_matrix_depth,hydric_soil,water_ph,water_conductivity,soil_ph_10cm,soil_ph_30cm,soil_conductivity,site_ph,site_conductivity,site_chemistry,thaw_depth,permafrost,top_organic_layer_depth,cumulative_organic_layers,dominant_mineral_texture_top_40cm,loess_thickness,root_depth,surface_fragment_cover,frost_boils,rock_depth,cryoturbation,soil_stratigraphy,soil_sample,soil_plug_probe_max_depth,soil_sampling_method,soil_class,soil_association,vegetation_classification,ecotype_veg_structure,disturbance_classes,field_floristic_class,field_floristic_class,final_floristic_class,plot_ecotype,dominant_plants,ecotype_analysis,environmental_outliers,vegetation_outlier,geomorphology_data_review,ecotype_rare,veg_sampling_quality,ecotype_abbrev,map_ecotype_arctic_network_nps,map_ecotype_abbrev_arctic_network_nps,map_veg_arctic_network_nps,soil_landscape_description,cover_needleleaf_trees,needleleaf_tree_crown_class,cover_broadleaf_trees,broadleaf_tree_crown_class,cover_dwarf_broadleaf,dwarf_broadleaf_crown_class,Cover_dwarf_needleleaf,cover_dwarf_needleaf,cover_standing_dead_trees,cover_tall_shrubs,cover_low_shrubs,cover_dwarf_shrubs,cover_graminoids,cover_tussock,cover_forbs,cover_mosses,cover_lichens,cover_litter,cover_litter_alone,cover_bare_soil,cover_water,notes,field_notes,observer_environ_data,observer_veg_data,office_notes,data_origin
KOVA_T66_10_2007,20070729,Kobuk Valley National Park,T66,67.03948141,-158.7580813,Kobuk Dunes,101,10,314,upland,0,Too flat to determine,Esdi,Esda,Crest,Non-patterned,10,Upland,-200,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,4.9,6,20,4.9,20,a,-9999,N,9,9,Sandy,0,-9999,-9999,0,200,No,Yes,No,115,NA,Epct,NA,Fnows,NF,A,A,Ledum decumben-Betula nana-Picea glauca,Picea glauca-Ledum decumbens,USMANF,hylspl-picgla-vacvit-empnig-plesch,Y,No,No,Yes,No,4,Upland White Spruce-Ericaceous Forest,Upland Rocky-loamy Moist White Spruce Forest,Upland White Spruce Forest,White Spruce Forest,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,35,D,0,NA,0,NA,0,NA,0.1,0,15,45,0.1,0,0.1,85,10,5,0.1,0,0,NA,NA,Mark Torre Jorgenson,Michael S. Duffy,NA,"ABR Inc., Fairbanks, AK"
KOVA_T66_11_2007,20070729,Kobuk Valley National Park,T66,67.04081583,-158.7408351,Kobuk Dunes,81,10,314,upland,10,130,Esdi,Esda,Shoulder,Non-patterned,10,Upland,-9999,No,Somewhat excessively drained,Moist,-9999,-9999,No,-9999,-9999,5.3,6,40,5.3,40,a,-9999,N,0,0,Sandy,0,-9999,-9999,0,-9999,No,Yes,No,95,NA,Epct,NA,Fnwws,NF,A,A,Betula papyrifera-Picea glauca-Vaccinium vitis-idaea,Picea glauca-Cladina stellaris,USDANF,stepas-raclan-claama-picgla-claarb,Y,No,No,Yes,No,4,Upland White Spruce-Lichen Woodland,Upland Sandy Dry Acidic White Spruce-Lichen Woodland,Upland White Spruce-Lichen Woodland,White Spruce-Lichen Woodland,Upland Sandy Forest,15,D,0,NA,0,NA,0,NA,0.1,0,0.1,4,0.1,0,0.1,20,80,10,2,0.1,0,Just the pure lichen woodland,NA,Mark Torre Jorgenson,Michael S. Duffy,NA,"ABR Inc., Fairbanks, AK"
KOVA_T66_13_2007,20070729,Kobuk Valley National Park,T66,67.04360388,-158.7416556,Kobuk Dunes,68,10,314,lacustrine,0,Too flat to determine,L,Esda,Basins or Depressions,Non-patterned,0,Saturated,-18,Yes,Poorly drained,Wet,-9999,18,Yes,6.5,430,-9999,-9999,-9999,6.5,430,c,-9999,U,22,22,Sandy,0,-9999,-9999,0,-9999,Yes,No,No,40,NA,Gtht,NA,Hgwst,SM,A,A,no class,Carex aquatilis-Potentilla palustris,POWCSM,carros1-eriang-moss-junalp-carsax,N,Geomorphology,No,Yes,No,4,Lacustrine Wet Sedge Meadow,Lowland Circumacidic Sedge Fen,Lowland Sedge Fen,Sedge Fen,Lacustrine Organic-rich Wet Meadows,0,NA,0,NA,0,NA,0.1,NA,0,0,0.1,0,60,0,0.1,20,0,55,30,20,0.1,Vegetated margin; waterline receded down 5-10 feet,NA,Mark Torre Jorgenson,Michael S. Duffy,Changed permafrost to unknown in office based on relatively shallow Maximum Observed Depth and evidence of cryoturbation,"ABR Inc., Fairbanks, AK"
KOVA_T66_15_2007,20070729,Kobuk Valley National Park,T66,67.02414,-158.76228,Kobuk Dunes,60,10,314,riverine,0,Too flat to determine,Wrhl,Esda,Water bodies,Water,0,Permanently Flooded,30,Yes,Flooded,Aquatic,-9999,-9999,Yes,7.9,210,-9999,-9999,-9999,7.9,210,b,-9999,N,-9999,-9999,Water,-9999,-9999,-9999,-9999,-9999,No,No,No,30,NA,W,Freshwater,Wf,RW,A,A,no class,Water,RWABRW,sencon1,Y,No,No,Yes,No,2,River,Riverine Water,Riverine Water,Fresh Water,Water,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,Mark Torre Jorgenson,Michael S. Duffy,NA,"ABR Inc., Fairbanks, AK"
KOVA_T67_01_2007,20070801,Kobuk Valley National Park,T67,66.98685024,-158.9925175,Waring Mountains,270,10,314,upland,7,285,Ch,NA,"Upper slope, convex",Hummocks (mineral cored),30,Upland,-9999,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,4.1,-9999,50,4.1,50,a,71,Y,10,10,Loamy,-9999,-9999,-9999,0,49,Yes,No,No,71,NA,Gtlt,NA,Slobe,LS,A,A,Ledum decumbens-Betula nana,Betula nana-Ledum decumbens,SLMALS,hylspl-vaculi-vacvit-leddec-polcom,Y,No,No,Yes,No,4,Upland Birch-Ericaceous Low Shrub,Upland Moist Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Birch-Ericaceous-Willow Low Shrub,Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Rocky-loamy Acidic Low Shrublands,2,O,-9999,NA,-9999,NA,-9999,NA,0,15,35,60,10,0,5,75,3,20,10,0.1,0,Mosaic tall-low-dwarf,NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T67_02_2007,20070801,Kobuk Valley National Park,T67,66.98675601,-158.9875,Waring Mountains,291,10,314,upland,5,282,Ch,NA,"Upper slope, convex",Ice-cored mounds,30,Upland,-50,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,4.1,-9999,90,4.1,90,a,50,Y,28,28,Sandy,-9999,-9999,-9999,0,-9999,Yes,No,No,50,NA,Gtht,NA,Sloa,LS,A,A,Ledum decumbens-Betula nana,Betula nana-Ledum decumbens,SOMALS,vaculi-leddec-alncri-hylspl-empnig-betnan,N,Texture,No,Yes,No,4,Upland Birch-Ericaceous Low Shrub,Upland Moist Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Birch-Ericaceous-Willow Low Shrub,Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Rocky-loamy Acidic Low Shrublands,0,NA,-9999,NA,-9999,NA,3,NA,0,7,30,65,12,1,15,60,10,25,5,0.1,0,NA,NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T67_03_2007,20070801,Kobuk Valley National Park,T67,66.98479187,-158.9813584,Waring Mountains,321,10,314,upland,7,341,Ch,NA,"Upper slope, convex",Hummocks (mineral cored),30,Upland,-72,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,4.1,-9999,80,4.1,80,a,72,Y,23,23,Blocky,-9999,-9999,-9999,0,31,No,No,No,72,NA,Goht,NA,Sloa,LS,A,A,Ledum decumben-Betula nana-Picea glauca,Alnus crispa-Calamagrostis canadensis,SOMALS,vaculi-alncri-vacvit-rubcha-leddec-hylspl,Y,no,No,Yes,No,4,Upland Alder-Willow Tall Shrub,Upland Rocky-loamy Moist Circumacidic Alder-Willow Tall Shrub,Upland Alder-Willow Tall Shrub,Alder or Willow Tall Shrub,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,0,NA,-9999,NA,-9999,NA,0.1,NA,0,3,30,55,15,0,15,35,20,45,15,0.1,0,"Taller, denser alder (stoa) to south",NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T67_04_2007,20070801,Kobuk Valley National Park,T67,66.98323935,-158.9788903,Waring Mountains,346,10,314,upland,10,307,Ch,Sn,"Upper slope, convex",Soil-covered rocks,30,Upland,-9999,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,5,-9999,30,5,30,a,-9999,U,7,7,Blocky,-9999,-9999,-9999,0,11,Unknown,No,No,43,NA,Icut,NA,Slobe,DS,A,A,Ledum decumbens-Betula nana,Betula nana-Ledum decumbens,AKDADS,polpil-empnig-salphl-vaculi-loipro-alncri,Y,No,No,Yes,No,4,Upland Birch-Ericaceous Low Shrub,Upland Moist Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Birch-Ericaceous-Willow Low Shrub,Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Rocky-loamy Acidic Low Shrublands,-9999,NA,-9999,NA,0.1,NA,1,NA,0,5,7,35,5,0,3,35,20,10,5,45,0,NA,NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T67_05_2007,20070801,Kobuk Valley National Park,T67,66.98331852,-158.9819471,Waring Mountains,337,10,314,upland,4,284,Ch,NA,"Upper slope, convex",Non-patterned,10,Upland,-9999,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,-9999,U,5,5,Rubbly,-9999,-9999,-9999,0,-9999,NA,No,No,41,NA,NA,NA,Stca,TS,A,A,Alnus crispa-Calamagrostis canadensis,Alnus crispa-Calamagrostis canadensis,SRMTS,alncri-brach-calcan-carbig-salpul-polyt,Y,No,No,Yes,No,4,Upland Alder-Willow Tall Shrub,Upland Rocky-loamy Moist Circumacidic Alder-Willow Tall Shrub,Upland Alder-Willow Tall Shrub,Alder or Willow Tall Shrub,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,1,U,0,NA,-9999,NA,0,NA,0,80,3,1,12,0,2,10,1,95,15,0.1,0,"Closed upslope, open below","Soils - see photograph fines are sand, rock? data recreated in camp",Kumi Ratternbury,Joanna E. Roth,Soil chemistry data too limited to differentiate between Typic Dystrocryepts and Typic Haplocryepts,"ABR Inc., Fairbanks, AK"
KOVA_T67_06_2007,20070801,Kobuk Valley National Park,T67,66.98300496,-158.9926495,Waring Mountains,264,10,314,upland,9,247,Ch,NA,"Upper slope, convex",Undifferentiated mounds (distinct),50,Upland,-200,No,Well drained,Moist,10,-9999,No,-9999,-9999,4.3,-9999,10,4.3,10,a,-9999,U,6,8,Sandy,-9999,-9999,-9999,0,30,No,No,No,42,NA,Icdt,NA,Fnwws,NF,A,A,Ledum decumben-Betula nana-Picea glauca,Picea glauca-Ledum decumbens,USMANF,vaculi-alncri-spibea-polcom-hylspl,Y,No,No,Yes,No,4,Upland White Spruce-Ericaceous Forest,Upland Rocky-loamy Moist White Spruce Forest,Upland White Spruce Forest,White Spruce Forest,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,12,D,0,NA,-9999,NA,0,NA,0.1,35,40,35,15,0,3,70,5,25,5,0,0,NA,NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T67_07_2007,20070801,Kobuk Valley National Park,T67,66.9815,-158.99465,Waring Mountains,246,10,314,upland,13,225,Ch,NA,"Upper slope, convex",Tree mounds (downed logs and root balls),100,Upland,-200,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,3.6,-9999,90,3.6,90,a,-9999,U,12,12,Sandy,-9999,-9999,-9999,0,-9999,Yes,No,No,130,NA,Icdt,NA,Fnows,NF,A,A,Ledum decumben-Betula nana-Picea glauca,Picea glauca-Ledum decumbens,USMANF,hylspl-spibea-vaculi-picgla-alncri,Y,No,No,Yes,No,4,Upland White Spruce-Ericaceous Forest,Upland Rocky-loamy Moist White Spruce Forest,Upland White Spruce Forest,White Spruce Forest,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,27,D,0,NA,-9999,NA,0,NA,3,25,45,25,5,0,5,65,5,30,3,0.1,0,Mounds and gullies,Water gullies present with rock layer at 54 cm,Kumi Ratternbury,Joanna E. Roth,Changed elevation from 0 to 999,"ABR Inc., Fairbanks, AK"
KOVA_T68_01_2007,20070802,Kobuk Valley National Park,T68,66.97774,-159.68361,Waring Mountains vicinity of Elaroniluk Creek,378,10,314,alpine,5,205,Ch,Sn,Crest,Non-patterned,10,Upland,-200,No,Somewhat excessively drained,Moist,-9999,-9999,No,-9999,-9999,5.5,-9999,10,5.5,10,a,-9999,U,0,0,Blocky,0,-9999,-9999,0,0,No,No,No,41,NA,Icdl,NA,Sdet,DS,A,A,Outlier,outlier,AKMADS,arcalp-betnan-empnig-vaculi-polyt-salgla,N,No,Yes,Yes,No,4,Alpine Ericaceous-Dryas Dwarf Shrub,Alpine Rocky Moist Ericaceous Dwarf Shrub,Alpine Ericaceous Dwarf Shrub,Ericaceous Dwarf Shrub,Alpine Rocky Acidic Barrens and Shrub,0.1,O,0,NA,0.1,O,0.1,NA,0.1,0,2,15,1,0,2,8,4,5,3,62,0,NA,Coordinates from Garmin Lorena.,Kumi Ratternbury,Gerald V. Frost,Changed elevation from 0 to 999,"ABR Inc., Fairbanks, AK"
KOVA_T68_02_2007,20070802,Kobuk Valley National Park,T68,66.98017,-159.68393,Waring Mountains vicinity of Elaroniluk Creek,318,10,314,upland,30,280,Ch,NA,Upper slope concave (water gathering; gullies),Non-patterned,20,Upland,-9999,No,Somewhat excessively drained,Moist,-9999,-9999,No,-9999,-9999,4,-9999,40,4,40,a,-9999,U,8,8,Blocky,-9999,-9999,-9999,0,8,No,No,No,37,NA,Igdt,NA,Stoa,TS,Nf,Nf,Outlier,outlier,SKMATS,alncri-polstr-betnan-vaculi-leddec,N,No,Yes,Yes,No,4,Upland Alder-Willow Tall Shrub,Upland Rocky-loamy Moist Circumacidic Alder-Willow Tall Shrub,Upland Alder-Willow Tall Shrub,Alder or Willow Tall Shrub,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,0,NA,0,NA,0,NA,0.1,NA,0,48,38,5,0.1,0,3,55,16,45,10,5,0,NA,Coordinates from Garmin Lorena.,Kumi Ratternbury,Gerald V. Frost,"Assume not Gelisol, lacks cryoturbation within 100 cm and permafrost likely not present within 2 meters","ABR Inc., Fairbanks, AK"
KOVA_T68_03_2007,20070802,Kobuk Valley National Park,T68,66.98142,-159.68323,Waring Mountains vicinity of Elaroniluk Creek,274,10,314,alpine,27,346,Ch,NA,"Upper slope, convex",Non-patterned,20,Upland,-9999,No,Somewhat excessively drained,Moist,-9999,-9999,No,-9999,-9999,5,-9999,30,5,30,a,-9999,U,1,1,Rubbly,-9999,-9999,-9999,0,1,No,No,No,40,NA,Icut,NA,Sdet,DS,Nf,Nf,no class,Betula nana-Vaccinium vitis-idaea-Dryas octopetala,SRMADS,polpil-empnig-betnan-vacvit-polala-vaculi,Y,no,No,Yes,No,4,Alpine Ericaceous-Dryas Dwarf Shrub,Alpine Rocky Moist Ericaceous Dwarf Shrub,Alpine Ericaceous Dwarf Shrub,Ericaceous Dwarf Shrub,Alpine Rocky Acidic Barrens and Shrub,0,NA,0,NA,0.1,O,3,NA,0.1,0.1,15,22,4,0,7,50,9,18,15,1,0,Burn area,Coordinates from Garmin Lorena,Kumi Ratternbury,Gerald V. Frost,Changed elevation from 0 to 999,"ABR Inc., Fairbanks, AK"
KOVA_T68_04_2007,20070802,Kobuk Valley National Park,T68,66.98385,-159.67757,Waring Mountains vicinity of Elaroniluk Creek,185,10,314,upland,26,113,Ch,NA,Upper slope Plane,Tree mounds (downed logs and root balls),30,Upland,-9999,No,Somewhat excessively drained,Moist,-9999,-9999,No,-9999,-9999,4.5,-9999,10,4.5,10,a,-9999,U,2,2,Rubbly,-9999,-9999,-9999,0,4,No,No,No,40,NA,Icdt,NA,Fbob,BF,Nf,Nf,Betula papyrifera-Picea glauca-Vaccinium vitis-idaea,Betula papyrifera-Picea glauca-Vaccinium vitis-idaea,URDABF,betpap-poljun-clado-picgla-pelti,Y,No,No,Yes,No,4,Upland Birch Forest,Upland Rocky-loamy Moist Circumacidic Birch Forest,Upland Birch Forest,Paper Birch Forest,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,0.1,C,58,NA,7,U,2,NA,1,1,0.1,0.1,0.1,0,0.1,45,8,60,20,1,0,"Trunk diameter mostly less than  5 cm, but greater than 3 m tall",Coordinates from Garmin,Kumi Ratternbury,Gerald V. Frost,Changed elevation from 0 to 999,"ABR Inc., Fairbanks, AK"
KOVA_T68_05_2007,20070802,Kobuk Valley National Park,T68,66.98795,-159.67929,Waring Mountains vicinity of Elaroniluk Creek,165,10,314,upland,25,138,Ch,NA,"Upper slope, convex",Tree mounds (downed logs and root balls),50,Upland,-9999,No,Somewhat excessively drained,Moist,-9999,-9999,No,-9999,-9999,5,-9999,50,5,50,a,-9999,U,15,15,Rubbly,-9999,-9999,-9999,0,15,No,No,No,70,NA,Icdt,NA,Fmosb,MF,A,A,Betula papyrifera-Picea glauca-Vaccinium vitis-idaea,Betula papyrifera-Picea glauca-Vaccinium vitis-idaea,URDAMF,picgla-claran-vaculi-empnig-alncri,Y,No,No,Yes,No,4,Upland Spruce-Birch Forest,Upland Rocky-loamy Moist Circumacidic Spruce-Birch Forest,Upland Spruce-Birch Forest,Spruce-Paper Birch Forest,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,20,O,9,NA,1,NA,0.1,NA,3,14,30,20,0.1,0,0.1,5,17,55,20,0.1,0,NA,Coordinates from Garmin,Kumi Ratternbury,Gerald V. Frost,Changed elevation from 0 to 999,"ABR Inc., Fairbanks, AK"
KOVA_T69_01_2007,20070803,Kobuk Valley National Park,T69,66.96649,-158.33969,E of Waring Peak Benchmark 2102,166,10,314,upland,7,192,Esdi,NA,"Lower slope, convex",Tree mounds (downed logs and root balls),30,Upland,-200,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,5,-9999,40,5,40,a,-9999,U,13,13,Sandy,-9999,-9999,-9999,0,200,No,No,No,130,NA,Icdt,NA,Fmosb,MF,A,A,Betula papyrifera-Picea glauca-Vaccinium vitis-idaea,Betula papyrifera-Picea glauca-Vaccinium vitis-idaea,USMAMF,vaculi-picgla-racom-betpap-plesch,Y,No,No,Yes,No,4,Upland Spruce-Birch Forest,Upland Rocky-loamy Moist Circumacidic Spruce-Birch Forest,Upland Spruce-Birch Forest,Spruce-Paper Birch Forest,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,17,O,10,NA,2,U,0.1,NA,0.1,0.1,27,7,0.1,0,0.1,34,15,25,18,0.1,0,Near woodland cutpoint,Coordinates from Garmin,Kumi Ratternbury,Gerald V. Frost,NA,"ABR Inc., Fairbanks, AK"
KOVA_T69_02_2007,20070803,Kobuk Valley National Park,T69,66.96512,-158.34383,E of Waring Peak Benchmark 2102,140,10,314,riverine,3,189,Fhl,NA,Drainage-way,Mounds (ice and peat related),20,Intermittently Flooded,-1,Yes,Very poorly drained,Wet,-9999,-9999,Yes,7,50,-9999,-9999,-9999,7,50,c,-9999,U,13,14,Loamy,-9999,-9999,-9999,0,200,No,No,No,130,NA,Efca,NA,Stow,TS,A,A,Salix planifolia ssp. pulchra-Calamagrostis canadensis-Potentilla palustris,Salix planifolia ssp. pulchra-Potentilla palustris,LLWCTS,salpul-potpal-plaell-sanunc-moss,Y,No,No,Yes,No,4,Riverine Wet Willow Tall Shrub,Riverine Loamy Moist Alder or Willow Tall Shrub,Riverine Alder or Willow Tall Shrub,Alder or Willow Tall Shrub,Riverine Loamy Meadows and Shrublands,0,NA,0,NA,0,NA,0,NA,0,40,10,0,8,0,48,45,0.1,17,7,0.1,7,NA,Coordinates from Garmin,Kumi Ratternbury,Gerald V. Frost,Changed physiography from lowland to riverine,"ABR Inc., Fairbanks, AK"
KOVA_T69_03_2007,20070803,Kobuk Valley National Park,T69,66.96406,-158.33661,E of Waring Peak Benchmark 2102,144,10,314,alpine,1,359,Esdi,NA,"Lower slope, convex",Non-patterned,0,Upland,-34,Unknown,Well drained,Moist,-9999,-9999,No,5.5,0,-9999,-9999,-9999,5.5,0,a,112,Y,4,4,Sandy,-9999,-9999,-9999,0,200,Yes,No,No,112,NA,Gtpt,NA,Sdel,DS,A,A,Betula nana-Loiseleuria procumbens-Flavocetraria nivalis,Betula nana-Loiseleuria procumbens,USMADS,claste-stepas-cetisl1-flaniv-vaculi,N,Geomorphology,No,Yes,No,4,Alpine Ericaceous-Dryas Dwarf Shrub,Alpine Rocky Moist Ericaceous Dwarf Shrub,Alpine Ericaceous Dwarf Shrub,Ericaceous Dwarf Shrub,Alpine Rocky Acidic Barrens and Shrub,0,NA,0,NA,0,NA,0.1,NA,0,0,10,12,1,0,0.1,2,70,5,3,2,0,NA,Coordinates from Garmin,Kumi Ratternbury,Gerald V. Frost,Hblf (lichen?),"ABR Inc., Fairbanks, AK"
KOVA_T69_04_2007,20070803,Kobuk Valley National Park,T69,66.96409,-158.33359,E of Waring Peak Benchmark 2102,140,10,314,lowland,5,109,Esi,NA,Upper slope concave (water gathering; gullies),Tree mounds (downed logs and root balls),75,Saturated,-31,Yes,Somewhat poorly drained,Wet,22,-9999,Yes,6.5,150,5.5,-9999,50,6.5,150,c,44,Y,22,22,Sandy,-9999,-9999,-9999,0,-9999,No,No,No,44,NA,Goht,NA,Fnwbs,NF,A,A,Picea mariana-Empetrum nigrum-Carex bigelowii,Picea mariana-Ledum decumbens,LOWCNF,plesch-hylspl-picmar-sphag-alncri-salpul,N,Chemistry,No,Yes,No,4,Lowland Black Spruce Forest,Lowland Organic-rich Wet Acidic Black Spruce Forest,Lowland Black Spruce Forest,Black Spruce Forest,Lowland Organic-rich Shrub and Forests,22,O,0,NA,0.1,U,3,NA,0.1,18,12,2,1,0,8,70,3,8,3,0.1,0,NA,Water pH and Ec taken at 40 cm,Kumi Ratternbury,Gerald V. Frost,NA,"ABR Inc., Fairbanks, AK"
KOVA_T69_05_2007,20070803,Kobuk Valley National Park,T69,66.98,-158.34853,E of Waring Peak Benchmark 2102,460,10,314,upland,0,Too flat to determine,Fsa,Sn,Plateau (high flats),Non-patterned,20,Upland,-39,No,Somewhat poorly drained,Moist,22,-9999,No,6,0,-9999,-9999,-9999,6,0,c,-9999,U,21,22,Sandy,-9999,-9999,-9999,0,21,Yes,No,No,50,NA,Gtht,NA,Slott,TM,A,A,Eriophorum vaginatum-Ledum decumbens,Betula nana-Eriophorum vaginatum,AOMCTM,hylspl-vaculi-erivag-betnan-dicra1,N,Chemistry,No,Yes,No,4,Upland Dwarf Birch-Tussock Shrub,Upland Organic-rich Moist Acidic Dwarf Birch-Tussock Shrub,Upland Dwarf Birch-Tussock Shrub,Dwarf Birch-Tussock Shrub,Upland Loamy Wet Tussock Shrublands,0,NA,0,NA,0,NA,0,NA,0,0,3,27,13,22,1,45,7,40,28,0.1,0,Type recurs on flat benches between rocky knobs,Charcoal layer (1 cm thick at 13 cm; 3-4 cm organic layer at 39 cm; coordinates from Garmin,Kumi Ratternbury,Gerald V. Frost,Swapped Vegetation Class and alt- greater than 25 percent shrub,"ABR Inc., Fairbanks, AK"
KOVA_T69_06_2007,20070803,Kobuk Valley National Park,T69,66.97964,-158.34581,E of Waring Peak Benchmark 2102,458,10,314,alpine,1,198,Bxw,Sn,Plateau (high flats),Rocky mounds/outcrops,30,Upland,-200,Unknown,Somewhat excessively drained,Dry,-9999,-9999,No,-9999,-9999,6,-9999,0,6,0,c,-9999,U,4,4,Blocky,-9999,-9999,-9999,0,4,Unknown,No,No,21,NA,Icul,NA,Sddt,DS,A,A,Dryas octopetala-Hierochloe alpina,Dryas octopetala-Hierochloe alpina,AKDCDS,dryoct-arcalp-lichc-aulpal-salphl,N,Chemistry,No,Yes,No,4,Alpine Acidic Dryas Dwarf Shrub,Alpine Rocky Dry Dryas Dwarf Shrub,Alpine Dryas Dwarf Shrub,Dryas Dwarf Shrub,Alpine Rocky Acidic Barrens and Shrub,0,NA,0,NA,0,NA,0.1,NA,0.1,0.1,2,35,1,0,4,18,15,12,3,20,0,Bare soil is rock; crustose lichens not counted as live cover,NA,Kumi Ratternbury,Gerald V. Frost,EC of 0?,"ABR Inc., Fairbanks, AK"
KOVA_T70_02_2007,20070731,Kobuk Valley National Park,T70,67.08878563,-158.6832443,Vicinity of Ahnewetut Creek,37,10,314,upland,0,Too flat to determine,Esdi,NA,Flat or Fluvial Related,Hummocks (mineral cored),20,Upland,-200,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,4.5,-9999,20,4.5,20,a,125,U,7,7,Sandy,-9999,-9999,-9999,0,200,No,No,No,125,NA,Icht,NA,Slobe,LS,A,A,Ledum decumbens-Betula nana,Betula nana-Ledum decumbens,USMALS,vaculi-vacvit-betnan-leddec-pticil-cladi,Y,No,No,Yes,No,4,Upland Birch-Ericaceous Low Shrub,Upland Moist Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Birch-Ericaceous-Willow Low Shrub,Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Rocky-loamy Acidic Low Shrublands,0.1,O,-9999,NA,-9999,NA,0,NA,0.1,0,25,65,5,0,3,25,35,45,2,1,0,NA,NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T70_03_2007,20070731,Kobuk Valley National Park,T70,67.08984652,-158.6808617,Vicinity of Ahnewetut Creek,37,10,314,lowland,0,Too flat to determine,Of,NA,Lower slope Plane,Hummocks (mineral cored),30,Saturated,-19,Yes,Somewhat poorly drained,Wet,-9999,-9999,Yes,5.8,50,-9999,-9999,-9999,5.8,50,c,-9999,U,39,39,Sandy,-9999,-9999,-9999,0,200,No,No,No,130,NA,Hhce,NA,Sloa,TS,A,A,Alnus crispa-Salix planifolia ssp. pulchra-Hylocomium splendens,Alnus crispa-Salix planifolia ssp. pulchra-Hylocomium splendens,LPWCTS,betgla-rubcha-alncri-vaculi-tomnit,Y,no,No,Yes,No,4,Lowland Alder Tall Shrub,Lowland Organic-rich Wet Circumacidic Alder Tall Shrub,Lowland Alder Tall Shrub,Alder or Willow Tall Shrub,Lowland Organic-rich Shrub and Forests,0,NA,-9999,NA,-9999,NA,0,NA,0,50,65,25,3,0,40,30,5,55,2,0.1,0,Betgla overtopping alder,NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
