"","...1","removed","freqchal","pvi2","obama","cperhs","sexexp","book","author","state","antifamily","cmedin","cperba","days2000","occult","language","homosexuality","violence","booktitle"
"349",886,0,0,-1.7,1,1.93804213135068,0,995,"French, Tana","VA",0,11296,5.47627013630731,3758,0,1,0,0,"In the Woods"
"350",763,0,0,2,1,2.33804213135069,0,997,"Lynch, Chris","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Inexcusable"
"351",246,1,0,7.7,1,1.83804213135069,0,1000,"Merriam, Eve","IL",0,6489.5,2.07627013630731,3697,0,1,0,1,"Inner City Mother Goose, The"
"352",398,0,0,2.3,0,8.33804213135069,0,1004,"Sleator, William","MN",0,15378,3.37627013630731,375,0,1,0,0,"Interstellar Pig"
"353",283,0,1,7.7,0,1.83804213135069,0,1009,"Crutcher, Chris","IL",0,6489.5,2.07627013630731,675,0,1,0,0,"Ironman"
"354",497,1,0,10.2,0,-0.461957868649321,0,1013,"Various","NY",0,5007.5,3.37627013630731,2799,0,0,0,0,"Islamic Religious Texts"
"355",480,1,0,2.4,0,-0.66195786864931,0,1017,"Touchette, Charleen","NM",0,-2401.5,-0.52372986369269,2109,0,0,0,0,"It Stops with Me: Memoir of a Canuck Girl"
"356",459,0,1,-13.5,1,7.03804213135068,1,1024,"Harris, Robie","NE",0,4927.5,-0.323729863692691,3343,0,0,0,0,"It's Not the Stork!:  A Book About Girls, Boys, Babies and Bodies"
"357",285,0,1,-6.2,0,2.53804213135068,1,1025,"Harris, Robie","IN",0,1086.5,-4.62372986369269,1917,0,0,1,0,"It's Perfectly Normal"
"358",247,1,0,7.7,1,1.83804213135069,1,1018,"Jukes, Mavis","IL",0,6489.5,2.07627013630731,3697,0,1,0,0,"It's a Girl Thing:  How to Stay Healthy, Safe and In Charge"
"359",643,0,0,4,0,5.53804213135068,0,1035,"Friesen, Gayle","OR",0,1274.5,1.07627013630731,510,0,0,0,0,"Janey's Girl"
"360",764,0,0,2,1,2.33804213135069,0,1036,"Davidson, Dana","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Jason & Kyra"
"361",607,0,0,4,0,5.53804213135068,0,1039,"Feldman, Jane","OR",0,1274.5,1.07627013630731,1426,0,0,0,0,"Jefferson's Children: The Story of One American Family"
"362",346,1,0,11.7,0,5.23804213135068,0,1042,"Haight, Roger","MA",0,14048.5,9.17627013630731,540,0,0,0,0,"Jesus, Symbol of God"
"363",495,1,0,10.2,1,-0.461957868649321,0,1043,"Jones, Sherry","NY",0,5007.5,3.37627013630731,3222,0,0,0,0,"Jewel of Medina, The"
"364",471,0,0,4.4,0,2.53804213135068,0,1052,"Rachell Pollack and Cheryl Schwartz","NJ",0,19935.5,5.77627013630731,2493,0,0,0,0,"Journey Out:  A Guide for and about Lesbian, Gay, and Bisexual Teens, The"
"365",427,0,0,-7.1,1,7.63804213135069,1,1054,"Silverstein, Dr. Charles and Felice Picano","MT",0,-6482,0.376270136307308,3179,0,0,1,0,"Joy of Gay Sex, The"
"366",310,1,0,-11.5,1,6.43804213135068,1,1055,"Comfort, Alex","KS",0,144.5,1.77627013630731,3289,0,0,0,0,"Joy of Sex, The"
"367",914,0,0,5,0,7.53804213135068,0,1056,"Walker, Margaret","WA",0,9907.5,3.67627013630731,480,0,1,0,0,"Jubilee"
"368",765,0,0,2,1,2.33804213135069,0,1060,"Sinclair, Upton","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Jungle, The"
"369",578,0,0,4,0,5.53804213135068,0,1061,"Park, Barbara","OR",0,1274.5,1.07627013630731,180,0,1,0,0,"Junie B. Jones and a Little Monkey Business"
"370",140,0,0,-0.2,0,7.33804213135069,0,1061,"Park, Barbara","CO",0,10346.5,8.67627013630731,1800,0,0,0,0,"Junie B. Jones is Captain Field Day"
"371",80,1,0,7.4,0,-2.76195786864932,1,1063,"Klein, Norma","CA",0,10119,2.57627013630731,120,0,0,0,0,"Just Friends"
"372",64,0,0,7.4,1,-2.76195786864932,0,1067,"Mathabane, Mark","CA",0,10119,2.57627013630731,3875,0,1,0,0,"Kaffir Boy"
"373",766,0,0,2,1,2.33804213135069,0,1069,"Peters, Julie Anne","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Keeping You A Secret"
"374",585,0,0,4,0,5.53804213135068,0,1071,"Roberts, Nora","OR",0,1274.5,1.07627013630731,2100,0,0,0,0,"Key of Valor"
"375",46,0,0,7.4,0,-2.76195786864932,0,1076,"Lewis, Barbara","CA",1,10119,2.57627013630731,1696,0,0,0,0,"Kid's Guide to Social Action"
"376",551,0,0,-16.9,0,1.03804213135068,1,1080,"Mosely, Walter","OK",0,-3087.5,-3.72372986369269,3014,0,0,0,0,"Killing Johnny Fry"
"377",622,0,0,4,0,5.53804213135068,0,1081,"Duncan, Lois","OR",0,1274.5,1.07627013630731,990,0,1,0,0,"Killing Mr. Griffin"
"378",877,1,0,-1.7,0,1.93804213135068,0,1082,"Bulter, Octavia","VA",0,11296,5.47627013630731,510,0,0,0,0,"Kindred"
"379",339,1,0,-9.7,0,-4.76195786864932,0,1083,"de Haan, Linda","LA",0,-5120.5,-5.32372986369269,1980,0,0,1,0,"King & King"
"380",878,1,0,-1.7,0,1.93804213135068,0,1085,"Renault, Mary","VA",0,11296,5.47627013630731,510,0,0,0,0,"King Must Die, The"
"381",3,0,0,-13.4,1,8.73804213135068,0,1087,"Pyle, Howard","AK",0,15707.5,0.676270136307309,3197,0,0,0,1,"King Stork"
"382",17,0,0,-13.2,1,-4.26195786864932,0,1088,"Kadohata, Cynthia","AL",0,-5054,-5.02372986369269,3240,0,1,0,0,"Kira-Kira"
"383",767,0,1,2,1,2.33804213135069,0,1090,"Myracle, Lauren","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Kissing Kate"
"384",261,1,0,7.7,1,1.83804213135069,1,1092,"Hosseini, Khaled","IL",0,6489.5,2.07627013630731,3487,0,0,0,0,"Kite Runner, The"
"385",218,0,0,1,0,6.53804213135068,1,148,"Rennison, Louise","IA",0,3921.5,-2.82372986369269,2759,0,0,1,0,"Knocked Out By My Nunga-Nungas"
"386",90,0,0,-0.2,0,7.33804213135069,1,1094,"Koehler, W.R.","CO",0,10346.5,8.67627013630731,1800,0,1,0,0,"Koehler Method of Dog Training, The"
"387",399,0,1,2.3,1,8.33804213135069,1,1097,"Myracle, Lauren","MN",0,15378,3.37627013630731,3273,0,0,0,0,"L8r, G8r"
"388",142,0,0,-0.2,0,7.33804213135069,1,1105,"Lussier, Paul","CO",0,10346.5,8.67627013630731,1800,0,0,0,0,"Last Refuge of Scoundrels"
"389",769,0,0,2,1,2.33804213135069,0,1103,"Cooper, James Fenimore","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Last of the Mohicans, The"
"390",573,0,0,4,0,5.53804213135068,1,1106,"Hamilton, Laurell K.","OR",0,1274.5,1.07627013630731,990,0,0,0,1,"Laughing Corpse, The"
"391",311,1,0,-11.5,1,6.43804213135068,1,1117,"Harding, Kat","KS",0,144.5,1.77627013630731,3289,0,0,0,0,"Lesbian Kama Sutra, The"
"392",411,0,0,2.3,0,8.33804213135069,0,1119,"Turke, Hanne","MN",0,15378,3.37627013630731,196,0,0,0,0,"Lesson for Max, A"
"393",317,0,0,-10.4,1,-5.46195786864932,1,1120,"Knowles, Jo","KY",1,-5880.5,-6.92372986369269,3495,0,1,1,0,"Lessons From a Dead Girl"
"394",644,0,0,4,0,5.53804213135068,0,1121,"Feldman, Gail","OR",0,1274.5,1.07627013630731,510,0,0,0,0,"Lessons in Evil, Lessons From the Light"
"395",646,0,1,4,0,5.53804213135068,0,1127,"Angelou, Maya","OR",0,1274.5,1.07627013630731,510,0,0,0,0,"Life Doesn't Frighten Me"
"396",866,0,0,-1.7,1,1.93804213135068,0,1130,"Frank, E.R.","VA",0,11296,5.47627013630731,3191,0,0,0,0,"Life Is Funny"
"397",554,0,0,-16.9,0,1.03804213135068,0,1134,"Vreeland, Susan","OK",0,-3087.5,-3.72372986369269,1917,0,0,0,0,"Life Studies"
"398",838,0,0,-7.8,1,-3.26195786864932,1,1137,"Lawrence, Iain","SC",0,-2191.5,-3.62372986369269,3294,0,0,0,0,"Lightkeeper's Daughter, The"
"399",702,1,0,2,0,2.33804213135069,0,1139,"Williams-Garcia, Rita","PA",0,4218,-1.62372986369269,240,0,0,0,0,"Like Sisters on the Homefront"
"400",177,1,0,-1.8,0,0.33804213135069,1,1141,"Ruby, Laura","FL",0,372,-1.72372986369269,1800,0,1,0,0,"Lilly's Ghost"
"401",235,1,1,-17.4,0,5.13804213135069,1,1143,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Listeners, The"
"402",567,0,0,4,1,5.53804213135068,1,1144,"St. Stephen's Community House","OR",0,1274.5,1.07627013630731,3600,0,0,0,0,"Little Black Book for Girlz:  A Book on Healthy Sexuality, The"
"403",47,0,0,7.4,0,-2.76195786864932,0,1145,"Bannerman, Helen","CA",0,10119,2.57627013630731,1557,0,0,0,0,"Little Black Sambo"
"404",482,0,0,10.2,0,-0.461957868649321,0,1147,"Conrad, Hy","NY",1,5007.5,3.37627013630731,2925,0,1,0,1,"Little Giant Book of Whodunits, The"
"405",872,1,0,-1.7,NA,1.93804213135068,0,1148,"Dupuy, Diane","VA",0,11296,5.47627013630731,NA,0,1,0,0,"Little Girl Who DidWhat?, The"
"406",57,0,0,7.4,0,-2.76195786864932,0,1151,"Anderson, Hans Christian","CA",0,10119,2.57627013630731,175,0,0,0,1,"Little Mermaid, The"
"407",647,0,0,4,0,5.53804213135068,0,1152,"Cousins, Lucy","OR",0,1274.5,1.07627013630731,510,0,0,0,0,"Little Miss Muffet and Other Nursery Rhymes"
"408",226,1,0,1,NA,6.53804213135068,0,1154,"Sfar, Joann","IA",0,3921.5,-2.82372986369269,NA,0,0,0,1,"Little Vampire Does Kung Fu"
"409",78,1,0,7.4,0,-2.76195786864932,0,1156,NA,"CA",0,10119,2.57627013630731,420,0,0,1,0,"Lives of Notable Gay Men and Lesbians"
"410",245,1,0,7.7,0,1.83804213135069,1,1159,"Hernandez, Gilbert and Jaime Hernandez","IL",0,6489.5,2.07627013630731,2956,0,1,1,1,"Locas"
"411",860,0,0,-1.7,0,1.93804213135068,1,1161,"Hernandez, Gilbert and Jaime Hernandez","VA",1,11296,5.47627013630731,2386,0,0,1,0,"Locas In Love"
"412",522,0,0,-0.7,1,3.43804213135068,0,1163,"Dessen, Sarah","OH",0,2469,-2.92372986369269,3176,0,0,0,0,"Lock and Key"
"413",510,1,0,-0.7,0,3.43804213135068,1,1165,"McMurtry, Larry","OH",0,2469,-2.92372986369269,870,0,0,0,1,"Lonesome Dove"
"414",608,0,0,4,0,5.53804213135068,1,1166,"Manson, Marilyn","OR",0,1274.5,1.07627013630731,1426,0,0,0,0,"Long Hard Road out of Hell, The"
"415",474,0,0,4.4,0,2.53804213135068,0,1167,"White, Ellen Emerson","NJ",0,19935.5,5.77627013630731,721,0,1,0,0,"Long Live the Queen"
"416",609,0,0,4,0,5.53804213135068,0,1168,"Whittlinger, Ellen","OR",0,1274.5,1.07627013630731,1426,0,1,0,0,"Long Night of Leo and Bree, The"
"417",378,0,0,3.8,0,3.83804213135069,1,1170,"Egan, Jennifer","MI",0,2966,-2.22372986369269,709,0,0,0,0,"Look At Me"
"418",694,0,0,2,1,2.33804213135069,1,1174,"Green, John","PA",0,4218,-1.62372986369269,3610,0,1,0,0,"Looking for Alaska"
"419",915,1,0,2.4,0,5.53804213135068,1,1177,"Conroy, Pat","WI",0,4234.5,-1.62372986369269,1050,0,1,0,1,"Lords of Discipline, The"
"420",236,1,1,-17.4,0,5.13804213135069,1,1180,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Lost Mind, The"
"421",648,0,0,4,0,5.53804213135068,0,1182,"Jackson, Shirley","OR",0,1274.5,1.07627013630731,510,0,0,0,1,"Lottery, The"
"422",771,0,0,2,1,2.33804213135069,0,1183,"Cart, Michael","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Love & Sex"
"423",251,1,0,7.7,0,1.83804213135069,1,1184,"Mackler, Carolyn","IL",0,6489.5,2.07627013630731,721,0,0,0,0,"Love and Other Four-Letter Words"
"424",649,0,0,4,0,5.53804213135068,0,1185,"Hernandez, Gilbert and Jaime Hernandez","OR",0,1274.5,1.07627013630731,510,0,1,0,0,"Love and Rockets X"
"425",867,0,0,-1.7,1,1.93804213135068,1,1191,"Sellers, M.R.","VA",0,11296,5.47627013630731,3191,1,0,0,0,"Love is the Bond"
"426",772,0,0,2,1,2.33804213135069,0,1195,"Sebold, Alice","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Lovely Bones, The"
"427",650,0,0,4,0,5.53804213135068,0,1198,"Hernandez, Gilbert and Jaime Hernandez","OR",0,1274.5,1.07627013630731,510,0,0,0,1,"Luba Conquers the World"
"428",773,0,0,2,1,2.33804213135069,0,1199,"Sebold, Alice","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Lucky"
"429",774,0,0,2,1,2.33804213135069,0,1201,"Peters, Julie Anne","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Luna"
"430",623,0,0,4,0,5.53804213135068,0,1205,"N.E. Thing Enterprises","OR",0,1274.5,1.07627013630731,990,0,0,0,0,"Magic Eye"
"431",682,1,0,2,0,2.33804213135069,0,1215,"Larrodo, Valerie; Desmareau, Claudine (illustrator); Rubio, Esther (translator)","PA",0,4218,-1.62372986369269,2699,0,1,0,0,"Mama Fue Pequena Antes de Ser Mayor"
"432",151,0,0,-0.2,0,7.33804213135069,1,1218,"Hijuelos, Oscar","CO",0,10346.5,8.67627013630731,1440,0,0,0,0,"Mambo Kings Play Songs of Love"
"433",848,0,0,-8.7,0,-3.66195786864931,1,1223,"Gravett, Paul","TN",0,-2995.5,-4.42372986369269,1924,0,0,0,0,"Manga: Sixty Years of Japanese Comics"
"434",775,0,0,2,1,2.33804213135069,0,1228,"Koertge, Ron","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Margaux With An X"
"435",375,0,0,3.8,0,3.83804213135069,1,1236,"Soryo, Fuyumi","MI",0,2966,-2.22372986369269,2950,0,0,0,0,"Mars, Vol. 10"
"436",776,0,0,2,1,2.33804213135069,0,1237,"Bradbury, Ray","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Martian Chronicles, The"
"437",152,0,0,-0.2,0,7.33804213135069,0,1240,"Meyer, Carolyn","CO",0,10346.5,8.67627013630731,1440,0,1,0,0,"Mary, Bloody Mary"
"438",579,1,0,4,1,5.53804213135068,0,1241,"Ross, Debra","OR",0,1274.5,1.07627013630731,3600,0,0,0,0,"Master Math:  Basic Math and Pre-Algebra"
"439",507,0,0,-0.7,1,3.43804213135068,1,1242,"Garrison, Eric Marlowe","OH",1,2469,-2.92372986369269,3650,0,1,0,0,"Mastering Multiple Position Sex"
"440",592,0,0,4,0,5.53804213135068,0,1243,"Spiegelman, Art","OR",0,1274.5,1.07627013630731,1914,0,0,0,0,"Maus & Maus II"
"441",264,0,0,7.7,1,1.83804213135069,0,1244,"Spiegelman, Art","IL",0,6489.5,2.07627013630731,3722,0,0,0,0,"Maus:  A Survivor's Tale"
"442",777,0,0,2,1,2.33804213135069,0,1245,"Jahn-Clough, Lisa","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Me, Penelope"
"443",75,1,0,7.4,1,-2.76195786864932,0,1250,"Merriam-Webster","CA",0,10119,2.57627013630731,3632,0,1,0,0,"Merriam-Webster's Collegiate Dictionary, 10th Collegiate Edition"
"444",444,0,0,-4.3,1,-1.46195786864932,0,1251,"Peterson, Eugene H","NC",0,-310,-1.52372986369269,3798,0,0,0,0,"Message Bible"
"445",575,0,0,4,0,5.53804213135068,1,1253,"Russell, P. Craig","OR",0,1274.5,1.07627013630731,510,0,0,0,1,"Michael Moorcock's Stormbringer"
"446",457,0,0,-10.4,0,4.33804213135069,0,1254,"Park, Barbara","ND",0,-813,-2.02372986369269,1800,0,0,0,0,"Mick Harte Was Here"
"447",237,1,1,-17.4,0,5.13804213135069,1,1256,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Midnight Club, The"
"448",306,1,0,-11.5,1,6.43804213135068,1,1260,"Dickey, Eric Jerome","KS",0,144.5,1.77627013630731,3398,0,0,0,0,"Milk in My Coffee"
"449",337,0,0,-9.7,1,-4.76195786864932,1,1262,"Kuper, Peter","LA",0,-5120.5,-5.32372986369269,3239,0,0,0,0,"Mind's Eye"
"450",846,0,0,-8.7,0,-3.66195786864931,0,1270,"Pascal, Francine","TN",0,-2995.5,-4.42372986369269,1718,0,1,0,1,"Missing"
"451",407,0,0,2.3,0,8.33804213135069,0,1273,"Hamilton, Laurell K.","MN",0,15378,3.37627013630731,2772,0,1,0,0,"Mistral's Kiss"
"452",41,0,0,7.4,1,-2.76195786864932,0,1275,"Garden, Nancy","CA",1,10119,2.57627013630731,3200,0,0,1,0,"Molly's Family"
"453",334,0,0,-9.7,1,-4.76195786864932,1,1276,"Cole, Babette","LA",0,-5120.5,-5.32372986369269,3239,0,0,0,0,"Mommy Laid an Egg"
"454",386,0,0,3.8,1,3.83804213135069,0,1277,"Akira, Shouko","MI",0,2966,-2.22372986369269,3413,0,0,0,0,"Monkey High Vol. 3"
"455",610,0,0,4,0,5.53804213135068,0,1279,"Sierra, Judy","OR",0,1274.5,1.07627013630731,1426,0,0,0,1,"Monster Goose"
"456",515,0,0,-0.7,0,3.43804213135068,1,990,"Gaiman, Neil and P. Craig Russell","OH",0,2469,-2.92372986369269,2936,0,0,0,0,"Murder Mysteries"
"457",778,0,0,2,1,2.33804213135069,0,993,"Collier, James Lincoln","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"My Brother Sam Is Dead"
"458",466,0,0,1.6,0,7.83804213135069,0,993,"Collier, James Lincoln and Christopher Collier","NH",0,17303,4.67627013630731,480,0,1,0,0,"My Brother Sam is Dead"
"459",677,0,0,2,0,2.33804213135069,1,1000,"Freymann-Weyr, Garrett","PA",1,4218,-1.62372986369269,1694,0,0,1,0,"My Heartbeat"
"460",858,0,0,-20.2,0,8.13804213135069,0,1001,"Klein, Norma","UT",0,12735.5,2.07627013630731,480,0,0,0,0,"My Life as a Body"
"461",193,0,0,-1.8,1,0.33804213135069,0,1005,"Hirst, Robin & Sally","FL",0,372,-1.72372986369269,3364,0,0,0,1,"My Place in Space"
"462",779,0,0,2,1,2.33804213135069,0,1008,"Picoult, Jodi","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"My Sister's Keeper"
"463",302,0,0,-6.2,0,2.53804213135068,0,1011,"Hayes, Geoffrey","IN",0,1086.5,-4.62372986369269,982,0,0,0,0,"Mystery of the Pirate Ghost, The"
"464",823,0,0,2,0,2.33804213135069,0,1012,NA,"PA",0,4218,-1.62372986369269,480,0,0,0,0,"Mythology"
"465",158,0,0,-0.2,0,7.33804213135069,1,1015,"Helfrich, Mark","CO",0,10346.5,8.67627013630731,1426,0,0,0,0,"Naked Pictures of My Ex-Girlfriend"
"466",548,0,0,-16.9,0,1.03804213135068,0,1016,"Sandford, John","OK",0,-3087.5,-3.72372986369269,1800,0,1,0,0,"Naked Prey"
"467",780,0,0,2,1,2.33804213135069,0,1014,"Mailer, Norman","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Naked and the Dead, The"
"468",652,0,0,4,0,5.53804213135068,0,1017,"Craft, Michael","OR",0,1274.5,1.07627013630731,510,0,0,1,0,"Name Games"
"469",536,1,0,-16.9,0,1.03804213135068,1,1019,"Cohn, Rachel","OK",0,-3087.5,-3.72372986369269,3006,0,1,1,0,"Naomi and Ely's No Kiss List:  A Novel"
"470",839,0,0,-7.8,0,-3.26195786864932,0,1020,"Herron, Carolivia","SC",0,-2191.5,-3.62372986369269,2400,0,0,0,0,"Nappy Hair"
"471",384,0,0,3.8,1,3.83804213135069,0,1021,"Kishimoto, Masashi","MI",0,2966,-2.22372986369269,3859,0,0,0,0,"Naruto 1:  The Tests of the Ninja"
"472",368,0,0,3.8,1,3.83804213135069,0,1023,"Kishimoto, Masashi","MI",0,2966,-2.22372986369269,3873,0,0,0,0,"Naruto Volume 1"
"473",781,0,0,2,1,2.33804213135069,0,1026,"Wright, Richard","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Native Son"
"474",449,0,0,-4.3,0,-1.46195786864932,0,1029,"Shubin, Seymour","NC",0,-310,-1.52372986369269,1130,0,1,0,0,"Never Quite Dead"
"475",782,0,0,2,1,2.33804213135069,0,1032,"Dayton, Gail","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"New Blood"
"476",126,1,0,-0.2,0,7.33804213135069,0,1033,"Winks, Cathy","CO",0,10346.5,8.67627013630731,1426,0,0,0,0,"New Good Vibrations Guide to Sex"
"477",445,0,0,-4.3,1,-1.46195786864932,0,1035,"International Bible Society","NC",0,-310,-1.52372986369269,3798,0,0,0,0,"New International Version Bible"
"478",350,0,0,8.5,0,4.23804213135068,0,1038,"Morrison, Grant","MD",0,19404.5,7.37627013630731,1791,0,1,0,1,"New X-Men Imperial"
"479",537,1,0,-16.9,0,1.03804213135068,1,1039,"Cohn, Rachel","OK",0,-3087.5,-3.72372986369269,3006,0,1,1,0,"Nick & Norah's Infinite Playlist"
"480",783,0,0,2,1,2.33804213135069,0,1041,"Conrad, Joseph","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Nigger of the Narcissus, The"
"481",250,1,0,7.7,0,1.83804213135069,1,1052,"Picoult, Jodi","IL",0,6489.5,2.07627013630731,3127,0,1,0,0,"Nineteen Minutes"
"482",672,0,0,4,0,5.53804213135068,0,1059,"McBain, Ed","OR",0,1274.5,1.07627013630731,180,0,0,0,1,"Nocturne"
"483",472,0,0,4.4,0,2.53804213135068,0,1061,"Baskin, Julia","NJ",0,19935.5,5.77627013630731,2493,0,0,0,0,"Notebook Girls, The"
"484",516,0,0,-0.7,0,3.43804213135068,1,1063,"Black, Lewis","OH",0,2469,-2.92372986369269,2807,0,1,0,0,"Nothing's Sacred"
"485",268,0,1,7.7,1,1.83804213135069,0,1067,"Lowry, Lois","IL",0,6489.5,2.07627013630731,3191,0,0,0,0,"Number the Stars"
"486",402,0,0,2.3,0,8.33804213135069,0,1068,"Harris, Jesse","MN",0,15378,3.37627013630731,227,0,0,0,1,"Obsession, The"
"487",341,0,1,-9.7,0,-4.76195786864932,0,1069,"Steinbeck, John","LA",0,-5120.5,-5.32372986369269,480,0,1,0,0,"Of Mice and Men"
"488",581,0,0,4,1,5.53804213135068,0,1071,"Bienenstock, David","OR",0,1274.5,1.07627013630731,3600,0,0,0,0,"Official High Times Pot Smoker's Handbook:  Feature 420 Things to Do When You're Stoned, The"
"489",611,0,0,4,0,5.53804213135068,0,1074,"Cole, William (Tomi Ungerer: Illus.)","OR",0,1274.5,1.07627013630731,1426,0,0,0,1,"Oh, How Silly!"
"490",691,1,0,2,0,2.33804213135069,0,1075,"Cole, William","PA",0,4218,-1.62372986369269,3141,0,0,0,1,"Oh, That's Ridiculous"
"491",230,0,0,1,0,6.53804213135068,0,1080,"Frankfurt, Harry G.","IA",0,3921.5,-2.82372986369269,2400,0,1,0,0,"On Bullshit"
"492",836,0,0,-7.8,1,-3.26195786864932,0,1385,"Duncan, Lois","SC",0,-2191.5,-3.62372986369269,3684,0,0,0,0,"On the Edge:  Stories At the Brink"
"493",784,0,0,2,1,2.33804213135069,0,1387,"Gallo, Donald R.","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"On the Fringe"
"494",685,0,0,2,0,2.33804213135069,0,1389,"Dolch, Edward","PA",0,4218,-1.62372986369269,2854,0,0,0,0,"Once There Was A Monkey"
"495",182,1,0,-1.8,0,0.33804213135069,0,1392,"Lipsyte, Robert","FL",0,372,-1.72372986369269,0,0,1,0,0,"One Fat Summer"
"496",818,0,0,2,1,2.33804213135069,0,1393,"Kesey, Ken","PA",0,4218,-1.62372986369269,3212,0,0,0,0,"One Flew Over the Cuckoo's Nest"
"497",282,0,0,7.7,0,1.83804213135069,0,1406,"Roberts, Kenneth J.","IL",0,6489.5,2.07627013630731,984,0,0,0,0,"Our Catholic Faith"
"498",594,0,0,4,0,5.53804213135068,0,1407,"Jenkins, A.M.","OR",0,1274.5,1.07627013630731,1887,0,0,0,0,"Out of Order"
"499",153,0,1,-0.2,0,7.33804213135069,0,1409,"Naylor, Phyllis Reynolds","CO",0,10346.5,8.67627013630731,1440,0,0,0,0,"Outrageously Alice"
"500",468,0,0,4.4,1,2.53804213135068,0,1416,"Various","NJ",0,19935.5,5.77627013630731,3377,0,1,0,1,"Paint Me Like I Am"
"501",271,0,0,7.7,0,1.83804213135069,0,1419,"Allen, Judy","IL",0,6489.5,2.07627013630731,2404,0,0,0,0,"Panda"
"502",523,0,0,-0.7,0,3.43804213135068,1,1420,"Waggoner, Tim","OH",0,2469,-2.92372986369269,3013,0,1,0,0,"Pandora Drive"
"503",889,0,0,-1.7,0,1.93804213135068,1,1421,"Reese, Laura","VA",0,11296,5.47627013630731,3090,0,0,0,0,"Panic Snap"
"504",879,1,0,-1.7,0,1.93804213135068,0,1429,NA,"VA",0,11296,5.47627013630731,510,0,0,0,0,"Paula"
"505",252,0,0,7.7,0,1.83804213135069,0,1430,"Ueda, Miwa","IL",0,6489.5,2.07627013630731,1917,0,0,0,1,"Peach Girl: Change of Heart, 9"
"506",786,0,0,2,1,2.33804213135069,0,1434,"Chbosky, Stephen","PA",0,4218,-1.62372986369269,3600,0,0,0,0,"Perks of Being a Wallflower, The"
"507",612,0,0,4,0,5.53804213135068,0,1438,"Loriot","OR",0,1274.5,1.07627013630731,1426,0,0,0,0,"Peter and the Wolf"
"508",269,0,0,7.7,1,1.83804213135069,0,1444,NA,"IL",0,6489.5,2.07627013630731,3179,0,0,0,0,"Photography Year 1974"
"509",159,0,0,-0.2,0,7.33804213135069,1,1445,"Phillipe, Pierre","CO",0,10346.5,8.67627013630731,1426,0,0,0,0,"Picasso Days, 1881-1935"
"510",296,0,0,-6.2,0,2.53804213135068,1,1447,"Zindel, Paul","IN",0,1086.5,-4.62372986369269,480,0,0,0,0,"Pigman, The"
"511",864,1,0,-1.7,0,1.93804213135068,1,1448,"Follet, Ken","VA",0,11296,5.47627013630731,510,0,0,0,1,"Pillars of the Earth, The"
"512",613,0,0,4,0,5.53804213135068,0,1450,"Kellogg, Steven","OR",0,1274.5,1.07627013630731,1426,0,0,0,0,"Pinkerton, Behave!"
"513",389,0,0,3.8,0,3.83804213135069,0,1451,"Howe, James","MI",0,2966,-2.22372986369269,1200,0,0,1,0,"Pinky and Rex and the Bully"
"514",400,0,0,2.3,0,8.33804213135069,1,1455,"Haruf, Kent","MN",0,15378,3.37627013630731,2400,0,1,0,0,"Plainsong"
"515",321,0,0,-10.4,1,-5.46195786864932,0,1457,"Giles, Gail","KY",0,-5880.5,-6.92372986369269,3198,0,1,0,0,"Playing in Traffic"
"516",372,0,0,3.8,1,3.83804213135069,1,1458,"Dickey, Eric Jerome","MI",0,2966,-2.22372986369269,3370,0,0,0,0,"Pleasure"
"517",624,0,0,4,0,5.53804213135068,1,1460,"Craze, Richard","OR",0,1274.5,1.07627013630731,990,0,0,0,0,"Pocket Book of Sex and Chocolate, The"
"518",570,0,0,4,0,5.53804213135068,0,1462,"Cothran, Helen","OR",0,1274.5,1.07627013630731,1800,0,0,0,0,"Police Brutality: Opposing Viewpoints"
"519",625,0,0,4,0,5.53804213135068,1,1464,"Elias, James","OR",0,1274.5,1.07627013630731,990,0,0,0,0,"Porn 101: Eroticism, Pornography and the First Amendment"
"520",626,0,0,4,0,5.53804213135068,1,1466,"Gittler, Ian","OR",0,1274.5,1.07627013630731,990,0,0,0,0,"Pornstar"
